activ,av_val_loss,drop_out,max_neurons,learn_rate,momentum,time_taken,av_epochs,cv_1_val_loss,cv_2_val_loss,cv_3_val_loss,cv_4_val_loss
LeReLU,0.461193472,0,256,0.001,0,1247.21875,60,0.53204006,0.517782569,0.468124837,0.326826423
Relu,0.46424336,0.1,64,1.00E-05,0.999,668.328125,68.75,0.523433268,0.404468745,0.480412781,0.448658645
Relu,0.465227216,0.2,64,0.001,0.99,688.90625,71.25,0.592053115,0.471957892,0.420626998,0.37627086
Relu,0.465333715,0.3,64,0.1,0.9,652.390625,67.5,0.536467314,0.448875725,0.420116395,0.455875427
LeReLU,0.467099734,0,256,0.001,0.001,1675.8125,71.25,0.53202945,0.442109197,0.482120603,0.412139684
LeReLU,0.467760757,0.1,512,0.001,0.001,3773.203125,87.5,0.529867828,0.415716171,0.464843005,0.460616022
Relu,0.468152627,0.3,64,0.001,0.99,688.671875,71.25,0.549056828,0.431336373,0.506459415,0.385757893
Relu,0.468296923,0,128,1.00E-05,0.99,847.390625,65,0.577516258,0.451896548,0.477766722,0.366008162
Softmax,0.468628913,0.1,256,0.01,0.9,1593.515625,76.25,0.557709455,0.474230081,0.394011945,0.448564172
Relu,0.469373807,0,64,1.00E-05,0.999,566.71875,60,0.59297365,0.441820353,0.417083561,0.425617665
Softmax,0.469376996,0,512,0.01,0.9,2095.96875,61.25,0.66747421,0.498499036,0.321299821,0.390234917
Relu,0.469794206,0.3,128,1.00E-05,0.999,857.828125,63.75,0.522500932,0.576294899,0.359157354,0.42122364
LeReLU,0.471913464,0,256,0.1,0.01,1182.796875,56.25,0.478200912,0.493494004,0.383986592,0.531972349
LeReLU,0.472021013,0,128,0.001,0.01,1093.640625,82.5,0.466695815,0.483873278,0.505387187,0.432127774
LeReLU,0.473433025,0,256,0.001,0,1499.546875,72.5,0.580844343,0.490057826,0.423825741,0.399004191
LeReLU,0.474671654,0,128,0.1,0.01,828.953125,62.5,0.507275641,0.432028413,0.531552136,0.427830428
Relu,0.475195266,0.1,64,0.001,0.999,590.375,61.25,0.460802734,0.529775977,0.439463586,0.470738769
Relu,0.476015151,0,128,0.001,0,1110.03125,88.75,0.534760296,0.404136628,0.576457202,0.388706475
Softmax,0.476603501,0.1,512,0.1,0,2436.109375,67.5,0.508594692,0.498840034,0.455785543,0.443193734
Relu,0.476817884,0,256,1.00E-05,0.99,1182.296875,57.5,0.574569941,0.458406538,0.424271882,0.450023174
Softmax,0.477194928,0.1,32,0.01,0.99,752.96875,78.75,0.501576841,0.460169613,0.443531305,0.503501952
Relu,0.477318704,0.2,64,0.01,0,623.125,67.5,0.525054097,0.489416599,0.418107241,0.476696879
Relu,0.47800488,0.1,128,1.00E-05,0.99,1090.703125,81.25,0.542803705,0.473894894,0.435660392,0.45966053
Softmax,0.478892401,0.1,32,0.1,0,529.78125,66.25,0.496433258,0.485723943,0.404769033,0.52864337
Softmax,0.479900256,0,256,0.1,0.99,1570.796875,70,0.53260541,0.423389941,0.470349222,0.49325645
Relu,0.48019436,0,64,0.0001,0.9,720.953125,76.25,0.543559074,0.50152123,0.439406037,0.436291099
Softmax,0.481546149,0.1,32,0.1,0.9,504.265625,56.25,0.481839955,0.528075993,0.452015877,0.46425277
Softmax,0.482098818,0.1,32,0.1,0.99,748,78.75,0.47626856,0.487596422,0.540914178,0.423616111
Relu,0.482966907,0.3,128,0.001,0.999,967.015625,72.5,0.537976503,0.520295978,0.443289936,0.430305213
Relu,0.484273322,0.2,64,0.001,0.9,752.421875,77.5,0.552966475,0.503797948,0.481903642,0.398425221
LeReLU,0.486478619,0.1,128,0.001,0.001,1340.109375,90,0.531547189,0.502959788,0.50541079,0.40599671
Softmax,0.486760482,0,32,0.001,0.9,809.03125,92.5,0.548771739,0.547359467,0.347041726,0.503868997
LeReLU,0.488167144,0,128,0.001,0.001,958.15625,66.25,0.533922851,0.548557818,0.4578017,0.412386209
Relu,0.489218712,0,512,1.00E-05,0.1,2098.484375,66.25,0.639038026,0.497690946,0.412724018,0.407421857
Relu,0.4892589,0.3,128,0.01,0.99,788.6875,58.75,0.592820823,0.488729358,0.454073161,0.421412259
LeReLU,0.489934511,0.1,512,0.001,0.01,2162.09375,56.25,0.544925749,0.484772712,0.48132506,0.448714525
LeReLU,0.491353393,0.1,256,0.001,0.01,2098.90625,96.25,0.53181082,0.520883501,0.40508604,0.507633209
Softmax,0.493928425,0.1,256,0.1,0.99,1754.578125,75,0.556304097,0.494381398,0.515097857,0.409930348
Relu,0.494102351,0.1,256,0.0001,0.9,1561.171875,73.75,0.611074507,0.426233768,0.47034359,0.46875754
Relu,0.496862449,0.3,64,0.0001,0.99,740.21875,76.25,0.574673176,0.491000295,0.454587758,0.467188567
LeReLU,0.496955931,0,128,0.001,0,931.359375,71.25,0.528770626,0.471871674,0.477012277,0.510169148
Relu,0.500776537,0,128,0.0001,0.9,1028.9375,78.75,0.607653975,0.481854051,0.450106412,0.463491708
LeReLU,0.501170442,0.1,512,0.1,0.01,2177.84375,57.5,0.518080294,0.508592546,0.516393661,0.461615264
Relu,0.504682012,0.1,128,0.0001,0.9,889.4375,66.25,0.598126173,0.503150284,0.485313594,0.432137996
Relu,0.50490196,0.3,64,1.00E-05,0.999,570.25,58.75,0.552875578,0.507989407,0.514196455,0.444546402
LeReLU,0.506567895,0.1,256,0.001,0,1528.78125,71.25,0.583102107,0.529564083,0.486036301,0.427569091
Relu,0.507073909,0.2,256,1.00E-05,0.99,1510.484375,71.25,0.595806718,0.505890846,0.516049743,0.410548329
Softmax,0.511238888,0.1,32,0.001,0.99,526.796875,58.75,0.587522209,0.489837646,0.499541849,0.468053848
LeReLU,0.511438571,0.1,128,0.1,0.01,834.734375,61.25,0.496027261,0.563210726,0.525660455,0.460855842
LeReLU,0.51239527,0.1,256,0.001,0.001,1396.09375,57.5,0.583240688,0.459181756,0.518650115,0.488508523
Softmax,0.514494665,0.1,32,0.01,0.9,511.984375,60,0.545394182,0.523343265,0.574851036,0.414390177
Relu,0.514769636,0.2,64,0.001,0.999,676.3125,70,0.617869914,0.482120067,0.482716113,0.476372451
Relu,0.515534818,0.3,256,1.00E-05,0.99,1506,71.25,0.522876322,0.542653978,0.519256651,0.477352321
Relu,0.517259456,0.3,64,0.001,0.9,603.828125,62.5,0.666205645,0.553030729,0.454414666,0.395386785
Relu,0.517729156,0.2,128,0.001,0,1357.015625,100,0.565976381,0.489661247,0.504958391,0.510320604
Relu,0.518143944,0,64,0.001,0,684.203125,76.25,0.580146909,0.549810469,0.482713342,0.459905058
Relu,0.523909383,0.1,256,1.00E-05,0.99,1565.28125,73.75,0.648411512,0.506679118,0.510488391,0.430058509
Relu,0.52489014,0.3,64,0.0001,0.999,568.65625,58.75,0.552165747,0.579625189,0.495436221,0.472333401
Relu,0.528888255,0.1,512,1.00E-05,0.1,2142.859375,65,0.645056963,0.508961499,0.428438783,0.533095777
Relu,0.529455751,0.2,256,0.001,0,1258.046875,61.25,0.629282534,0.4987427,0.490233988,0.499563783
LeReLU,0.529771075,0,512,0.1,0.01,2066.546875,56.25,0.577012062,0.470525444,0.556151867,0.515394926
LeReLU,0.531035028,0.1,256,0.001,0,1876.171875,87.5,0.634467602,0.538567841,0.504264176,0.446840495
Softmax,0.536293738,0,512,0.1,0.99,2489.421875,65,0.650433362,0.604808867,0.428364933,0.461567789
Relu,0.54188963,0.3,256,0.0001,0.9,1272.84375,60,0.711691618,0.442200869,0.485184789,0.528481245
Relu,0.54491879,0.3,64,0.001,0.999,626.046875,65,0.553936064,0.593736053,0.51963824,0.512364805
Relu,0.550551519,0,64,1.00E-05,0.99,755.59375,80,0.703669667,0.496519297,0.493259221,0.508757889
Softmax,0.553579971,0.1,32,0.001,0.9,741.09375,82.5,0.615499735,0.532319963,0.515265048,0.551235139
Softmax,0.553864144,0,32,0.01,0,554.375,71.25,0.624672532,0.584274769,0.614813685,0.391695589
Relu,0.556917801,0.3,64,0.01,0,506.609375,55,0.642828703,0.628231585,0.575804174,0.380806744
LeReLU,0.561052881,0.1,128,0.001,0.01,841.453125,61.25,0.652694523,0.483568102,0.584107339,0.52384156
Softmax,0.562102005,0.1,512,0.1,0.99,2941.5,73.75,0.657099247,0.518542051,0.530686259,0.542080462
Relu,0.562893257,0.2,128,0.0001,0.9,1005.578125,75,0.757556677,0.524093866,0.465223908,0.504698575
LeReLU,0.563945636,0,512,0.0001,0.001,4184.515625,100,0.617272794,0.583136976,0.552319705,0.503053069
Relu,0.564794779,0.1,64,0.001,0,587.984375,63.75,0.66457808,0.55094409,0.565318227,0.478338718
Relu,0.568102121,0.3,256,0.001,0,1442.9375,70,0.661556661,0.544842243,0.528804123,0.537205458
Softmax,0.570992969,0,32,0.1,0.99,471.65625,55,0.679720163,0.512179077,0.48892203,0.603150606
Relu,0.583012715,0.2,64,1.00E-05,0.99,690.9375,71.25,0.596626878,0.677077949,0.543772638,0.514573395
LeReLU,0.585701801,0.1,128,0.001,0,997.203125,73.75,0.716274202,0.604784727,0.539563775,0.4821845
Relu,0.589409173,0.3,128,1.00E-05,0.99,1008.53125,75,0.725622714,0.593010843,0.506389141,0.532613993
Relu,0.591326594,0.1,64,1.00E-05,0.99,595.84375,61.25,0.617597699,0.629374623,0.608413935,0.50992012
Relu,0.593991973,0.1,128,0.001,0,809.859375,62.5,0.692026377,0.673777938,0.553064525,0.45709905
Relu,0.599932939,0.3,128,0.001,0,966.890625,75,0.864492178,0.423223019,0.555233419,0.55678314
Relu,0.599969238,0.3,128,0.0001,0.9,1142.765625,85,0.63790375,0.648329735,0.555079401,0.558564067
Relu,0.600717299,0,512,0.0001,0.1,1854.59375,58.75,0.474000067,0.663867652,0.649184644,0.615816832
Relu,0.604444101,0.2,128,1.00E-05,0.99,1010.9375,75,0.756198823,0.64435941,0.454427361,0.562790811
Softmax,0.606664822,0.1,32,0.01,0,603.609375,73.75,0.783952653,0.598921716,0.607188344,0.436596572
Relu,0.606900841,0.3,64,0.0001,0.9,665.25,68.75,0.659939051,0.621905744,0.526029527,0.619729042
Relu,0.611326203,0.1,64,0.0001,0.9,678.140625,70,0.72604847,0.616510987,0.5928123,0.509933054
LeReLU,0.612676367,0.1,512,0.0001,0.001,3192.8125,73.75,0.710882962,0.533856571,0.650004148,0.555961788
Relu,0.613807559,0.1,512,0.0001,0.1,2012.765625,61.25,0.596260786,0.592202544,0.685342073,0.581424832
LeReLU,0.616742864,0.1,256,0.0001,0,2198.71875,100,0.698870599,0.640876234,0.550167024,0.5770576
Relu,0.629928008,0.3,64,1.00E-05,0.99,861.28125,88.75,0.768664122,0.59510231,0.586216509,0.56972909
Relu,0.630138353,0.2,64,0.0001,0.9,715.765625,73.75,0.76701951,0.537525237,0.569208205,0.646800458
LeReLU,0.640850008,0,256,0.0001,0.001,2332.046875,98.75,0.734766603,0.610610902,0.642472208,0.575550318
Relu,0.644156754,0,256,1.00E-05,0.9,1798.796875,87.5,0.802874327,0.659239233,0.523499787,0.59101367
LeReLU,0.644825608,0,512,0.0001,0,2362.015625,65,0.801997781,0.692823708,0.52239877,0.562082171
LeReLU,0.647764683,0.1,256,0.0001,0.001,2186.09375,90,0.739500046,0.627010405,0.633190513,0.591357768
Relu,0.656408176,0.2,64,0.001,0,736.984375,80,0.798773527,0.631537139,0.652426302,0.542895734
LeReLU,0.665632606,0,512,0.0001,0.01,2447.453125,66.25,0.799369812,0.656106889,0.620019317,0.587034404
Softmax,0.667431213,0,256,0.001,0.9,1788.5,83.75,0.975112975,0.630134821,0.599923968,0.464553088
Relu,0.683135167,0,256,0.0001,0,1729.046875,86.25,0.759311914,0.698945701,0.656324863,0.617958188
Relu,0.684441134,0.3,64,0.001,0,717,77.5,0.858657598,0.625050783,0.742021024,0.512035131
LeReLU,0.68458955,0,256,0.0001,0.01,1899.8125,90,0.888790488,0.656933248,0.564403951,0.628230512
LeReLU,0.68966943,0.1,512,0.0001,0.01,2476.84375,65,0.775584042,0.628748596,0.677037239,0.677307844
LeReLU,0.692499757,0.1,512,0.0001,0,2534.171875,67.5,0.806237817,0.72696203,0.652255416,0.584543765
LeReLU,0.716053799,0,256,0.0001,0,1393.390625,67.5,0.770471036,0.773845613,0.654814243,0.665084302
LeReLU,0.716955826,0.1,256,0.0001,0.01,1741.78125,80,0.817778587,0.801359415,0.689644217,0.559041083
Relu,0.724024385,0.1,512,0.001,0.1,1791.3125,55,0.685481846,0.746867895,0.72361201,0.740135789
Softmax,0.727007955,0.1,256,0.001,0.9,1505.640625,67.5,0.92359966,0.809257329,0.608013511,0.567161322
Relu,0.728963956,0,128,1.00E-05,0.9,1139.78125,87.5,0.812795877,0.771440327,0.703830779,0.627788842
Relu,0.731278539,0.1,256,0.0001,0,1783.171875,86.25,0.908308983,0.768825591,0.682192326,0.565787256
LeReLU,0.738218606,0.1,128,0.0001,0.001,1584.859375,100,0.763320386,0.759465218,0.713363409,0.716725409
Relu,0.739434138,0,512,0.001,0.1,2047.890625,65,0.744250298,0.732329369,0.727074802,0.754082084
Relu,0.743906915,0.3,256,0.0001,0,1967.640625,95,0.872515857,0.722724497,0.68034339,0.700043917
LeReLU,0.751976803,0,128,0.0001,0,1080.453125,82.5,0.902687132,0.68721199,0.752498806,0.665509284
Relu,0.754091769,0.2,256,0.0001,0,1522.546875,73.75,0.801513314,0.812579334,0.729589701,0.672684729
Relu,0.765778571,0.2,256,1.00E-05,0.9,1641.375,77.5,0.862250388,0.755158424,0.695154965,0.750550508
Relu,0.772543877,0.1,128,1.00E-05,0.9,1193.375,88.75,0.825757623,0.792959273,0.761351049,0.710107565
Relu,0.782255068,0.3,256,1.00E-05,0.9,1668.875,78.75,0.823483467,0.903200567,0.670157015,0.732179224
Relu,0.784960464,0.1,128,0.0001,0,1413.25,100,0.919566572,0.829436481,0.735352516,0.655486286
Relu,0.786189884,0.1,256,1.00E-05,0.9,1481.71875,70,0.857310712,0.838220417,0.718621314,0.730607092
Relu,0.800441593,0,128,0.0001,0,1013.75,80,0.917190969,0.803242505,0.791055918,0.69027698
Softmax,0.802730054,0.1,32,0.001,0,893.96875,100,0.831019998,0.78542465,0.809233725,0.785241842
Softmax,0.807834581,0.1,256,0.01,0,1601.84375,73.75,0.917843103,0.954316199,0.752335966,0.606843054
Relu,0.81161797,0,512,0.01,0.1,1863.421875,58.75,0.839744508,0.822642148,0.756085336,0.82799989
Relu,0.812467247,0.1,512,0.01,0.1,1912.8125,58.75,0.833008826,0.812470376,0.831864536,0.772525251
Softmax,0.816278175,0,256,0.01,0,1121.515625,55,1.032684207,0.872999549,0.786346197,0.573082745
LeReLU,0.829225466,0,128,0.0001,0.01,1030.25,77.5,1.001203895,0.851420045,0.753533959,0.710743964
LeReLU,0.842858821,0,128,0.0001,0.001,1160.890625,80,1.099772811,0.866235018,0.760596693,0.644830763
LeReLU,0.859261975,0.1,128,0.0001,0,1027.015625,76.25,1.072458148,0.810166597,0.856982589,0.697440565
LeReLU,0.861893132,0.1,128,0.0001,0.01,1061.71875,77.5,0.975653887,0.919508874,0.78573209,0.766677678
Relu,0.864229336,0.3,128,0.0001,0,1129.390625,86.25,0.88927561,0.87565273,0.891862154,0.800126851
Relu,0.865811661,0,64,0.01,0.999,667.578125,67.5,0.621835768,0.862011135,1.030501008,0.948898733
Relu,0.887828097,0,64,1.00E-05,0.9,892.671875,95,1.069231272,0.849917948,0.846195757,0.78596741
LeReLU,0.894761384,0,512,1.00E-05,0.001,4352.0625,100,0.968872428,0.887907982,0.877479494,0.844785631
Relu,0.895799786,0.1,256,0.01,0.999,1314.609375,62.5,0.689200103,0.883796096,1.042133331,0.968069613
Relu,0.902110904,0,256,0.01,0.999,1128.4375,55,0.515129805,1.038122654,1.03499651,1.02019465
Softmax,0.908657148,0,32,0.001,0,665.453125,86.25,1.146965742,0.843236864,0.869798064,0.774627924
Relu,0.909035444,0,256,0.1,0.99,1405.734375,68.75,0.601082563,1.01668489,0.990357161,1.028017163
Softmax,0.911218002,0.1,512,0.001,0.9,2743.015625,75,0.935782254,1.031421542,0.851287127,0.826381087
Relu,0.911226079,0.2,128,0.0001,0,993.515625,76.25,1.067545414,0.963015616,0.800241888,0.814101398
Relu,0.914643303,0.1,64,0.0001,0,856.96875,92.5,1.095361829,0.955225885,0.81653595,0.791449547
Relu,0.921964437,0.1,64,1.00E-05,0.9,871.984375,90,1.059398413,0.95051235,0.854690135,0.82325685
Relu,0.922804534,0.1,64,0.01,0.999,570.546875,56.25,0.703620136,1.054286361,1.033338904,0.899972737
Relu,0.925681114,0.1,128,0.01,0.999,905.984375,65,0.771676123,0.786786079,0.996723115,1.147539139
Relu,0.927022621,0.3,64,0.01,0.999,570.15625,56.25,0.744530141,1.041211367,0.976623893,0.945725083
Relu,0.928717375,0,128,0.01,0.999,879.375,65,0.650576174,1.086998105,0.911380947,1.065914273
Relu,0.937969774,0.3,256,0.1,0.99,1209.125,57.5,0.772948027,1.017062664,1.06443584,0.897432566
Relu,0.93813327,0.3,256,0.01,0.999,1387.203125,66.25,0.776229501,0.895291328,0.941619277,1.139392972
Relu,0.942364141,0,128,0.1,0.99,761.578125,58.75,0.661155462,1.10077107,1.065422773,0.94210726
LeReLU,0.945870951,0,512,1.00E-05,0.01,3969.75,100,1.034750819,0.90917623,0.920682192,0.918874562
Relu,0.949651286,0,64,0.1,0.99,736.6875,78.75,0.79769212,0.975930572,1.001844287,1.023138165
Relu,0.951772571,0.2,64,0.01,0.999,556.265625,55,0.850956976,0.945336521,1.100034714,0.910762072
Softmax,0.953957319,0,512,0.001,0.9,2673.9375,73.75,1.032159448,1.000876546,0.990655124,0.792138159
Relu,0.954833001,0.2,256,0.1,0.99,1186.03125,56.25,0.738722444,1.045789361,1.011649609,1.02317059
Relu,0.961391285,0.2,256,0.01,0.999,1209.28125,57.5,0.643581927,1.080378652,1.020183206,1.101421356
Relu,0.96416156,0.2,128,0.01,0.999,754.984375,56.25,0.764939308,1.033591747,0.985357463,1.072757721
Relu,0.965802088,0.2,128,0.1,0.99,786.328125,58.75,1.018139005,0.840794504,1.030364871,0.973909974
Relu,0.966369405,0.3,128,1.00E-05,0.9,974.046875,72.5,1.086543202,1.081742644,0.914499998,0.782691777
Relu,0.96904853,0.3,128,0.01,0.999,836.203125,62.5,0.796896517,1.062222242,0.985545337,1.031530023
Softmax,0.974752307,0,512,0.01,0,2091,61.25,1.013800621,0.918572485,1.069518566,0.897117555
Relu,0.978229985,0.2,64,0.0001,0,856.609375,92.5,1.135275364,0.988412261,0.865302503,0.923929811
Relu,0.982959643,0.3,64,0.0001,0,960.03125,100,1.173189402,0.94247812,0.934518814,0.881652236
Relu,0.987474173,0.2,128,1.00E-05,0.9,853.984375,63.75,1.2393471,0.943072855,0.8809461,0.886530638
Relu,0.996448234,0.1,64,0.1,0.99,616.078125,63.75,1.024011493,1.015717268,1.021129847,0.924934328
LeReLU,0.997552261,0.1,512,1.00E-05,0.001,5174.46875,100,1.10846138,1.00911057,0.948258936,0.924378157
Relu,1.003361866,0.1,256,0.1,0.99,1363.421875,65,0.91026932,0.977327943,1.063463449,1.062386751
Relu,1.004081428,0.3,64,1.00E-05,0.9,825.109375,85,1.202001452,1.003826976,0.900128424,0.91036886
LeReLU,1.006346747,0.1,512,1.00E-05,0,3827.6875,100,1.21479547,0.998285294,0.971728861,0.840577364
Softmax,1.006575048,0.1,512,0.01,0,2084.90625,58.75,1.114652514,1.053064346,1.044597864,0.813985467
LeReLU,1.02259165,0,512,1.00E-05,0,3581,98.75,1.190071702,1.053773046,1.009390354,0.8371315
Relu,1.028179988,0.2,64,1.00E-05,0.9,810.015625,83.75,1.185707331,1.121346712,0.962746024,0.842919886
Relu,1.029751077,0.2,64,0.1,0.99,618.8125,63.75,1.015613317,1.061803102,1.088350415,0.953237474
Relu,1.038611025,0,512,0.1,0.1,1883.3125,60,1.01293838,1.010632396,1.081638932,1.04923439
Relu,1.042871922,0.1,256,0.1,0.999,1613.90625,73.75,1.137775183,1.016214371,1.001157641,1.016340494
Relu,1.043171525,0.3,128,0.1,0.999,823.9375,58.75,1.081856132,1.006846666,1.073336601,1.010646701
Softmax,1.047325492,0,512,0.001,0,2920.703125,86.25,1.061985373,1.078697205,1.045487642,1.003131747
Relu,1.048899949,0.1,128,0.1,0.99,733.21875,55,1.126389384,0.952582121,1.031460285,1.085168004
Softmax,1.054254979,0.1,512,0.001,0,3697.984375,100,1.056885839,1.032154799,1.028584599,1.099394679
Softmax,1.060500577,0.1,256,0.001,0,1482.59375,72.5,1.206911922,1.058841825,0.966187656,1.010060906
Relu,1.060738742,0.3,64,0.1,0.99,530.515625,55,1.032214761,1.004443049,1.082837462,1.123459697
Relu,1.063960359,0,64,0.0001,0,681.703125,76.25,1.362992525,1.068189144,0.958387375,0.86627239
Relu,1.063989028,0.3,128,0.1,0.99,768.578125,57.5,1.14933455,1.047987103,1.099902749,0.958731711
LeReLU,1.064442202,0.1,512,1.00E-05,0.01,3717.359375,97.5,1.291713238,1.149621487,0.955543101,0.860890985
Relu,1.06858024,0.1,512,0.1,0.1,1776.484375,55,1.0497787,1.047750115,1.090996385,1.08579576
Softmax,1.070141882,0,256,0.001,0,1384.21875,70,1.038402677,1.100732684,1.098893046,1.04253912
Relu,1.077727094,0,128,0.1,0.999,957.1875,72.5,1.139238,0.995906889,1.224488616,0.951274872
Relu,1.091217533,0,64,0.1,0.999,583.9375,61.25,1.358624101,0.999822617,0.957211077,1.049212337
Relu,1.102533624,0.3,256,0.1,0.999,1247.109375,56.25,1.257208347,0.852270067,1.218199253,1.082456827
Relu,1.10395816,0.3,64,0.1,0.999,551.171875,55,1.041162014,1.118875027,1.165990829,1.089804769
LeReLU,1.106098294,0,256,1.00E-05,0,2378.796875,100,1.221057177,1.090449572,1.071060538,1.041825891
Relu,1.109015167,0.2,128,0.1,0.999,1004.28125,71.25,1.103431702,1.135434508,1.10513854,1.092055917
Relu,1.131802559,0.1,64,0.1,0.999,545.1875,55,1.07304728,1.245976448,1.069419742,1.138766766
Relu,1.140833974,0.2,256,0.1,0.999,1962.28125,87.5,1.214068294,1.018116832,1.242046237,1.089104533
Relu,1.152662635,0,256,0.1,0.999,1334.875,62.5,1.085328102,1.263758183,1.196883321,1.064680934
Relu,1.153716207,0.1,128,0.1,0.999,961.296875,70,1.035298228,1.340356112,1.175168872,1.064041615
LeReLU,1.162789837,0,256,1.00E-05,0.01,2402.875,100,1.405556202,1.187311172,1.068877339,0.989414632
LeReLU,1.182597548,0,256,1.00E-05,0.001,2364.09375,100,1.38529551,1.241611242,1.062075734,1.041407704
LeReLU,1.21603477,0.1,256,1.00E-05,0.01,2233.140625,100,1.326507449,1.264252782,1.171850443,1.101528406
Relu,1.219105273,0,256,1.00E-05,0,2217.765625,100,1.478307724,1.226679325,1.10911572,1.062318325
Relu,1.228851944,0.2,64,0.1,0.999,586.90625,58.75,1.302600622,1.03052187,1.260788441,1.321496844
Relu,1.35982731,0.1,256,1.00E-05,0,2011.390625,96.25,1.607912183,1.39877367,1.287251949,1.145371437
LeReLU,1.395490974,0.1,256,1.00E-05,0.001,2763.90625,100,1.765059352,1.459242344,1.257645726,1.100016475
LeReLU,1.398349583,0.1,256,1.00E-05,0,1767.53125,82.5,1.621080875,1.431274295,1.333781242,1.20726192
Relu,1.452262431,0.3,256,1.00E-05,0,2012.671875,93.75,1.640586138,1.546089053,1.401406765,1.22096777
LeReLU,1.459573239,0,128,1.00E-05,0.01,1275.296875,96.25,1.643080592,1.501844287,1.374979496,1.318388581
LeReLU,1.49679634,0,128,1.00E-05,0.001,1271.109375,87.5,1.627041698,1.547441483,1.439741611,1.372960567
Relu,1.537635088,0.2,256,1.00E-05,0,1409.640625,67.5,1.846148014,1.493155241,1.448239684,1.362997413
Relu,1.545090795,0,128,1.00E-05,0,1253.34375,100,1.771922231,1.605015278,1.482173562,1.321252108
Relu,1.591710806,0.2,128,1.00E-05,0,1304.59375,100,1.896596789,1.569550991,1.484830022,1.415865421
LeReLU,1.599393666,0,128,1.00E-05,0,800.296875,61.25,1.786287665,1.643952966,1.518885732,1.4484483
Relu,1.607872546,0.1,128,1.00E-05,0,998.28125,77.5,1.815073133,1.70740509,1.441465855,1.467546105
LeReLU,1.619030416,0.1,128,1.00E-05,0.001,1475.015625,98.75,1.879231691,1.699296474,1.514729977,1.382863522
Relu,1.64900443,0.1,64,1.00E-05,0,708.140625,76.25,1.767147541,1.687508345,1.594305515,1.547056317
Relu,1.687415421,0.3,128,1.00E-05,0,1023.765625,77.5,1.840573192,1.72520411,1.711712241,1.472172141
Relu,1.706699103,0.2,64,1.00E-05,0,838.03125,90,1.810933709,1.755832791,1.662204742,1.59782517
LeReLU,1.709017515,0.1,128,1.00E-05,0,1044.1875,77.5,1.899949908,1.770933867,1.635471344,1.529714942
Relu,1.717782497,0,64,1.00E-05,0,663.3125,73.75,1.845537901,1.740537286,1.684430361,1.600624442
Relu,1.789447039,0.3,64,1.00E-05,0,603.53125,65,1.90996182,1.902827382,1.652036309,1.692962646
LeReLU,1.868525833,0.1,128,1.00E-05,0.01,971.578125,71.25,2.10009551,1.901859641,1.789717793,1.682430387
